timestamp,catalog,instrument,technique,long,lat,speed,type,half_width,time_21_5,earth_prediction,PE
1/20/22 9:09,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,37,2,538,C,40,2022-01-20T15:46Z,2022-01-23T20:19Z,-20.8
1/21/22 9:53,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,-58,-14,739,C,48,2022-01-21T14:04Z,2022-01-24T10:00Z,-7.2
1/29/22 23:36,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-9,3,628,C,45,2022-01-30T03:56Z,2022-02-01T19:36Z,-2
2/6/22 14:09,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,-5,-18,555,C,40,2022-02-06T19:52Z,2022-02-09T23:08Z,3
2/6/22 15:38,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,-2,2,401,S,31,2022-02-06T23:12Z,2022-02-09T23:08Z,3
3/7/22 0:12,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,21,6,479,S,31,2022-03-07T08:05Z,2022-03-10T13:38Z,-5
3/10/22 19:23,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,10,16,677,C,61,2022-03-11T01:06Z,2022-03-13T11:35Z,1.4
3/16/22 13:36,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-25,1,511,C,50,2022-03-16T20:38Z,2022-03-20T00:14Z,3.3
3/28/22 12:09,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,12,7,662,C,45,2022-03-28T17:19Z,2022-03-31T04:12Z,2.5
3/28/22 20:23,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,3,3,760,C,50,2022-03-29T00:58Z,2022-03-31T04:12Z,2.5
3/30/22 18:23,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,15,0,808,C,40,2022-03-30T21:49Z,2022-04-02T05:41Z,5.1
4/3/22 16:38,M2M_CATALOG,STEREO A: SECCHI/COR2,StereoCAT,22,-4,702,C,35,2022-04-03T21:19Z,2022-04-06T09:44Z,-13
4/4/22 11:36,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-44,20,526,C,41,2022-04-04T18:53Z,2022-04-08T06:00Z,2.4
4/4/22 22:12,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-20,-20,449,S,26,2022-04-05T04:08Z,2022-04-08T12:00Z,-10
4/7/22 5:36,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-40,-31,457,S,43,2022-04-07T14:08Z,2022-04-10T16:00Z,27.2
4/9/22 9:12,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,19,-32,422,S,35,2022-04-09T20:27Z,2022-04-12T22:00Z,-3.9
4/11/22 6:00,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,2,-6,553,C,46,2022-04-11T11:45Z,2022-04-14T09:56Z,6.3
4/27/22 14:53,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,28,29,970,C,36,2022-04-27T18:19Z,2022-04-30T08:30Z,9.1
5/3/22 18:12,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-12,15,226,S,31,2022-05-04T08:09Z,2022-05-08T08:00Z,1.6
5/6/22 21:24,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-29,35,300,S,42,2022-05-07T09:20Z,2022-05-11T11:00Z,-1.1
5/10/22 14:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-22,-31,440,S,39,2022-05-10T22:30Z,2022-05-14T04:00Z,6.5
6/2/22 6:09,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,38,-8,549,C,44,2022-06-02T12:36Z,2022-06-05T20:25Z,-12.9
6/13/22 3:12,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-39,-3,1244,O,46,2022-06-13T06:21Z,2022-06-15T00:21Z,-3.7
6/21/22 0:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,24,-18,484,S,15,2022-06-21T07:07Z,2022-06-24T12:00Z,17.1
6/26/22 18:23,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,-9,-1,278,S,45,2022-06-27T06:41Z,2022-07-01T12:00Z,2.9
6/29/22 2:09,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,2,18,294,S,21,2022-06-29T14:14Z,2022-07-03T05:00Z,-2
7/3/22 3:09,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,-2,6,247,S,30,2022-07-03T14:09Z,2022-07-07T13:00Z,4.9
7/8/22 20:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-24,6,1110,O,47,2022-07-08T23:26Z,2022-07-11T07:56Z,-1.4
7/15/22 15:23,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,12,21,539,C,41,2022-07-15T23:33Z,2022-07-18T23:11Z,2.5
7/21/22 1:36,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-18,11,950,C,25,2022-07-21T03:09Z,2022-07-22T16:38Z,-9.8
7/21/22 1:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,2,8,1355,O,45,2022-07-21T03:55Z,2022-07-22T16:38Z,-9.8
8/13/22 18:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-9,-25,679,C,26,2022-08-13T23:52Z,2022-08-16T18:00Z,-8.2
8/14/22 12:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,7,-3,817,C,40,2022-08-14T16:36Z,2022-08-16T22:22Z,-3.9
8/16/22 2:24,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,7,-28,584,C,43,2022-08-16T08:21Z,2022-08-18T22:28Z,-18.6
8/16/22 15:24,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,8,-27,637,C,23,2022-08-16T21:04Z,2022-08-19T23:00Z,6
8/18/22 11:00,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,17,-30,1076,O,35,2022-08-18T14:10Z,2022-08-21T04:00Z,10.6
8/27/22 2:23,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,56,-13,1372,O,40,2022-08-27T04:57Z,2022-08-29T11:00Z,8.1
9/9/22 7:24,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-12,43,264,S,25,2022-09-09T22:51Z,2022-09-13T21:00Z,-9.4
9/28/22 4:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-30,10,1085,O,22,2022-09-28T07:41Z,2022-10-01T06:00Z,-9.1
9/28/22 5:24,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-30,0,481,S,14,2022-09-28T11:07Z,2022-10-01T06:00Z,-9.1
10/1/22 13:09,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,28,5,671,C,40,2022-10-01T16:51Z,2022-10-04T05:43Z,-1.4
10/11/22 9:23,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,38,14,268,S,44,2022-10-11T22:43Z,2022-10-14T23:00Z,14.8
10/11/22 11:36,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,29,9,365,S,34,2022-10-11T21:11Z,2022-10-14T23:00Z,14.8
11/14/22 3:24,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,36,-9,488,S,38,2022-11-14T10:24Z,2022-11-17T12:11Z,-27.7
11/19/22 9:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,10,26,627,C,26,2022-11-19T14:59Z,2022-11-22T04:51Z,-1.5
12/1/22 7:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,17,27,1306,O,30,2022-12-01T10:22Z,2022-12-03T09:37Z,-26.5
12/24/22 2:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-33,31,1055,O,27,2022-12-24T06:13Z,2022-12-27T08:00Z,31.4
12/30/22 16:53,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,14,-24,452,S,32,2022-12-31T00:31Z,2023-01-02T20:00Z,-20.4
1/20/23 13:38,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,41,-36,806,C,37,2023-01-20T18:15Z,2023-01-23T18:00Z,15
1/20/23 16:12,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,7,-32,684,C,24,2023-01-20T19:55Z,2023-01-23T18:00Z,15
2/11/23 11:12,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-15,30,1888,O,34,2023-02-11T12:58Z,2023-02-13T11:06Z,-5.9
2/17/23 20:23,M2M_CATALOG,STEREO A: SECCHI/COR2,,-20,4,1487,O,45,2023-02-17T22:08Z,2023-02-19T10:15Z,-23.6
2/21/23 2:48,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,24,14,463,S,22,2023-02-21T11:33Z,2023-02-24T22:00Z,9.9
2/24/23 20:36,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,19,29,1276,O,41,2023-02-24T23:14Z,2023-02-26T15:20Z,-3.4
2/25/23 19:38,M2M_CATALOG,STEREO A: SECCHI/COR2,SWPC_CAT,48,10,920,C,58,2023-02-25T23:23Z,2023-02-27T23:36Z,13.3
3/10/23 17:24,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,38,-30,515,C,46,2023-03-11T00:44Z,2023-03-14T08:42Z,4.7
3/12/23 19:24,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-3,-38,793,C,27,2023-03-12T23:37Z,2023-03-15T17:10Z,13.4
3/20/23 2:41,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,20,-31,550,C,28,2023-03-20T08:02Z,2023-03-23T18:50Z,9.7
3/20/23 14:42,M2M_CATALOG,SOHO: LASCO/C2,SWPC_CAT,-40,27,749,C,45,2023-03-20T19:41Z,2023-03-23T18:50Z,9.7
